Area_Year,9_Postsecondary enrolments,"2_Number of students in elementary and secondary schools_Total, school type Total, program type",3_Number of full-time and part-time educators,"1_Live births_Total, Canada and place of residence of mother outside Canada 10 11",6_Estimates of population,7_Dependency ratio,4_Canada_gdp_yearly_Final consumption expenditure,4_Canada_gdp_yearly_Gross fixed capital formation,4_Canada_gdp_yearly_Investment in inventories,4_Canada_gdp_yearly_Exports of goods and services,4_Canada_gdp_yearly_Less: imports of goods and services,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand
Newfoundland and Labrador_2000,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Newfoundland and Labrador_2001,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Newfoundland and Labrador_2002,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Newfoundland and Labrador_2003,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0
Newfoundland and Labrador_2004,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0
Newfoundland and Labrador_2005,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0
Newfoundland and Labrador_2006,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0
Newfoundland and Labrador_2007,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,0.0
Newfoundland and Labrador_2008,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0
Newfoundland and Labrador_2009,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0
Newfoundland and Labrador_2010,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,5.0,0.0,0.0
Newfoundland and Labrador_2011,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,5.0,0.0,0.0
Newfoundland and Labrador_2012,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,5.0,0.0,0.0
Newfoundland and Labrador_2013,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,5.0,0.0,0.0
Newfoundland and Labrador_2014,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0
Newfoundland and Labrador_2015,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0
Newfoundland and Labrador_2016,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0
Newfoundland and Labrador_2017,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0
Newfoundland and Labrador_2018,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,5.0,0.0,0.0
Newfoundland and Labrador_2019,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,5.0,0.0,0.0
Newfoundland and Labrador_2020,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Newfoundland and Labrador_2021,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_2001,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_2002,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_2003,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_2004,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_2005,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_2006,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_2007,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_2008,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_2009,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Northwestern_2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
