1.000000000000000000e+00,8.643897548938451747e-01,6.189785612015630267e-01,8.804007143103920185e-01,8.280959139323482709e-01,1.240519183172236230e-02,9.662026173987426914e-01,9.070483950088977787e-01,4.911643598802631350e-01,9.151457370376514522e-01,9.415792457969492935e-01,-1.148595026700267308e-01,9.296310593382209886e-01,9.618450815676443666e-01
8.643897548938451747e-01,1.000000000000000000e+00,6.831511240529477558e-01,7.554270840393974007e-01,8.995696469210487933e-01,1.442538933990863415e-01,8.467390841165080007e-01,8.332492946017878710e-01,4.252385465856960978e-01,8.597460728012310538e-01,8.838966074185138355e-01,-3.818370454768348077e-02,8.589057908563331178e-01,8.495346847040847749e-01
6.189785612015630267e-01,6.831511240529478668e-01,1.000000000000000000e+00,5.294937621590060095e-01,7.448992424178161320e-01,1.577104633157660751e-01,5.864091875132561027e-01,6.172404981674649571e-01,3.484193337276225710e-01,6.085605828739459877e-01,6.198010969035689932e-01,-1.105187124770845852e-01,6.005001053126429733e-01,5.829412763705774658e-01
8.804007143103920185e-01,7.554270840393975117e-01,5.294937621590060095e-01,1.000000000000000000e+00,6.840113179016137357e-01,-7.820396221126693637e-02,9.418511065207620936e-01,8.707214939323599801e-01,3.842117825993573987e-01,9.204160246022203840e-01,9.221449294102169736e-01,-6.503995357911718234e-02,9.502512307433697014e-01,9.281818796753232848e-01
8.280959139323482709e-01,8.995696469210489044e-01,7.448992424178161320e-01,6.840113179016136247e-01,1.000000000000000000e+00,2.601658967273886014e-01,8.008612849486962393e-01,8.078772840016076318e-01,3.624809732519185812e-01,7.925143233761258177e-01,8.389212065753602898e-01,-1.206025704619909378e-01,8.116726478696998370e-01,8.086219258015205913e-01
1.240519183172236230e-02,1.442538933990863415e-01,1.577104633157660751e-01,-7.820396221126693637e-02,2.601658967273886014e-01,9.999999999999997780e-01,-9.845859822373622533e-03,1.655224734379603935e-02,3.016523418296384196e-03,1.557669214539237311e-02,3.288808373739393609e-02,-2.328958419552194098e-02,2.665471066984598843e-03,2.365044326449749351e-03
9.662026173987426914e-01,8.467390841165080007e-01,5.864091875132561027e-01,9.418511065207620936e-01,8.008612849486962393e-01,-9.845859822373622533e-03,1.000000000000000000e+00,9.353568755498457010e-01,4.351017830307261081e-01,9.514694338434214194e-01,9.621904682610226134e-01,-7.430736686507145861e-02,9.686064904665281361e-01,9.903849985385320132e-01
9.070483950088977787e-01,8.332492946017877600e-01,6.172404981674649571e-01,8.707214939323600911e-01,8.078772840016075207e-01,1.655224734379603588e-02,9.353568755498458120e-01,1.000000000000000000e+00,4.356571186925732864e-01,9.419566058760017180e-01,9.405446834702919645e-01,-7.647405794606494667e-02,9.497223639236236359e-01,9.494304301974252347e-01
4.911643598802630795e-01,4.252385465856960423e-01,3.484193337276225710e-01,3.842117825993573987e-01,3.624809732519185812e-01,3.016523418296383763e-03,4.351017830307261081e-01,4.356571186925732309e-01,9.999999999999998890e-01,4.527971031576242811e-01,4.769136623791215279e-01,-1.733714380504728855e-02,4.441593299711134035e-01,4.512549127586439335e-01
9.151457370376514522e-01,8.597460728012309428e-01,6.085605828739459877e-01,9.204160246022202729e-01,7.925143233761257067e-01,1.557669214539237658e-02,9.514694338434214194e-01,9.419566058760016070e-01,4.527971031576242256e-01,1.000000000000000000e+00,9.641678754424424236e-01,-1.590472587778910679e-02,9.704998344719626413e-01,9.579901178244238924e-01
9.415792457969492935e-01,8.838966074185138355e-01,6.198010969035689932e-01,9.221449294102169736e-01,8.389212065753604008e-01,3.288808373739394303e-02,9.621904682610226134e-01,9.405446834702919645e-01,4.769136623791215279e-01,9.641678754424424236e-01,9.999999999999998890e-01,-4.322452289925584473e-02,9.712148204203391311e-01,9.676753881203169483e-01
-1.148595026700267308e-01,-3.818370454768348077e-02,-1.105187124770845852e-01,-6.503995357911718234e-02,-1.206025704619909517e-01,-2.328958419552194098e-02,-7.430736686507147248e-02,-7.647405794606494667e-02,-1.733714380504728855e-02,-1.590472587778910332e-02,-4.322452289925584473e-02,1.000000000000000000e+00,-4.237827286248060238e-02,-6.363471420477749552e-02
9.296310593382210996e-01,8.589057908563331178e-01,6.005001053126428623e-01,9.502512307433698124e-01,8.116726478696998370e-01,2.665471066984598843e-03,9.686064904665280251e-01,9.497223639236237469e-01,4.441593299711134590e-01,9.704998344719626413e-01,9.712148204203392421e-01,-4.237827286248060932e-02,1.000000000000000000e+00,9.702682661757711102e-01
9.618450815676444776e-01,8.495346847040847749e-01,5.829412763705774658e-01,9.281818796753232848e-01,8.086219258015205913e-01,2.365044326449749785e-03,9.903849985385321242e-01,9.494304301974252347e-01,4.512549127586439335e-01,9.579901178244238924e-01,9.676753881203169483e-01,-6.363471420477748164e-02,9.702682661757711102e-01,1.000000000000000000e+00
